Id_Contrato,Id_Presupuesto,Numero_Contrato,Nombre_Final,Importe,Porcentaje_Anticipo,Importe_Anticipo,Fecha_Firma_Contrato,Fecha_Inicio,Fecha_Termino,Id_Formato_Contrato,Id_Formato_Caratula,Id_Formato_Hoja_Estimaciones,Observaciones,Estatus,Id_Contratista,Id_Supervisor_Interno,Id_Supervisor_Externo,Id_Fuente_Inversion,Fecha_Adjudicacion,Id_Modalidad,Numero_Licitacion,Id_Oficio_Asignacion_Obra,
419,457,G-5051-809-6141-D/0379/2017,PAVIMENTACION DE LA CALLE CASTILLOS DE WINDSOR TRAMO: BLVD. HIDALGO A BLVD. HIDALGO COL. LOMAS DE LOS CASTILLOS,6263087.69,30,1878926.31,Sep 29 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,CLAU 30/10/2017 ?,EJECUCION,666,NULL,NULL,11,Sep 29 2017 12:00AM,2,D/127-I/2017,0,
420,420,G-5051-809-6141-D/0361/2017,"PAVIMENTACION DE LA CALLE MADRE MARINA, TRAMO: DE MADRE AURORA A MADRE MAURA, COL. 10 DE MAYO Y TRAMO: DE MADRE AURORA A MADRE RAQUEL, COL. 10 DE MAYO.",2005074.16,30,601522.25,Sep 26 2017 12:00AM,Sep 29 2017 12:00AM,Dec 29 2017 12:00AM,10,1,1,CLAU 30/10/2017 ?,EJECUCION,303,NULL,NULL,11,Sep 26 2017 12:00AM,2,D/119-I/2017,0,
421,481,G-5051-809-6141-D/0369/2017,"PAVIMENTACION DE LA CALLE PRESA EL VALLADO, TRAMO: PRESA DE LA SELVA A PROL. HILARIO MEDINA, UBICACIÓN: COLONIA EL CONSUELO 8VA. FRACCION",1666566.83,30,499970.05,Sep 28 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,KAREN 31/10/2017 ?,EJECUCION,718,NULL,NULL,11,Sep 28 2017 12:00AM,3,D/122-l/2017,0,
422,472,G-5051-809-6141-D/0363/2017,"PAVIMENTACION DE LA CALLE HEGEL, TRAMO: DE BALCONES DE LA JOYA A GALILEO UBICACIÓN: COL. LA SOLEDAD",8352546.94,30,2505764.08,Sep 25 2017 12:00AM,Sep 28 2017 12:00AM,Dec 28 2017 12:00AM,10,1,1,KAREN 31/10/2017 ?,EJECUCION,438,NULL,NULL,11,Sep 25 2017 12:00AM,3,D/114-l/2017,0,
423,415,A-1810-301-6141-D/0320/2017,"DESASOLVE DE ARROYO EN LA COMUNIDAD: LOS SAUCES, RANCHO NUEVO LA LUZ, RANCHO BARRETOS Y MIGUEL HIDALGO II",194527,0,0,Oct 31 2017 12:00AM,Sep  4 2017 12:00AM,Sep  9 2017 12:00AM,10,1,1,Amalia 31/10/2017,EJECUCION,715,NULL,NULL,1,Aug 16 2017 12:00AM,1,31/08/2017,00/01/1900,
424,413,A-2510-313-6141-D/0326/2017,"MEJORAMIENTO DE IMAGEN URBANA EN MALECÓN DEL RÍO Y CENTRO HISTÓRICO DE LEÓN, GTO.",1570094.85,30,471028.46,Sep 14 2017 12:00AM,Sep 18 2017 12:00AM,Nov 25 2017 12:00AM,10,1,1,AMALIA 31/10/2017,EJECUCION,302,NULL,NULL,1,Aug 31 2017 12:00AM,1,,0,
425,462,C-2210-606-6121-E/0406/2017,"REHABILITACIÓN DE SANITARIOS EN EL PREESCOLAR VIDAL ALCOCER CCT11DJN0884C, CALLE CERRO DE JEREZ #1507 COL. CERRITO DE JEREZ",158571.23,0,0,Oct  9 2017 12:00AM,Oct 16 2017 12:00AM,Dec 16 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,597,NULL,NULL,10,Aug 24 2017 12:00AM,1,,0,
426,489,H-2210-9022-6121-E/0400/2017,"REHABILITACIÓN EN LA ESCUELA PRIMARIA GENERAL EFREN REBOLLEDO CCT11DPR3895T, LOCALIDAD F. PARAÍSO REAL, LEÓN GUANAJUATO",463834.34,30,139150.3,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,40,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
427,476,H-2210-9022-6121-E/0388/2017,"REHABILITACIÓN ESCUELA SECUNDARIA GENERAL EMPERADOR CUAHUTEMOC, CCT11DES0061J, CALLE CHIAPAS NORTE, LOCALIDAD LEÓN DE LOS ALDAMA. LEÓN GUANAJUATO",315967.63,30,94790.29,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,8,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
428,465,G-5051-809-6141-D/0376/2017,"PAVIMENTACIÓN DE LA CALLE DE LA VIVIENDA OBRERA, TRAMO: BLVD. JAVIER GUTIERREZ OLVERA-TOPAR CON PAVIMENTO UBICACIÓN: COLONIA JOL GUA VER",2203539.82,30,661061.95,Oct  2 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,526,NULL,NULL,11,Oct  2 2017 12:00AM,1,,0,
430,422,G-5051-809-6141-D/0346/2017,"PAVIMENTACIÓN DE LA CALLE FROMM, TRAMO: DE PASCAL A GALILEO, UBICACIÓN: COL. LA SOLEDAD.",3221858.67,30,966557.61,Sep 21 2017 12:00AM,Sep 25 2017 12:00AM,Dec 23 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,514,NULL,NULL,11,Sep 13 2017 12:00AM,2,,0,
431,498,H-2210-9022-6121-E/0394/2017,"REHABILITACIÓN EN LA ESCUELA PRIMARIA IGNACIO ALLENDE, CCT 11DPR1019H, CALLE TARRAGONA #702, LEÓN GTO",299359.2,30,89807.76,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,JORGE 01/11/2017 ?,EJECUCION,719,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
432,504,H-5051-9025-6141-D/0382/2017,"PAVIMENTACIÓN DE LA CALLE LAGUNA SECA, TRAMO: PRIVADA PADUA A PAVIMENTO EXISTENTE COL. SAN ANTONIO.",428881.72,0,0,Oct  5 2017 12:00AM,Oct  9 2017 12:00AM,Dec 30 2017 12:00AM,6,1,1,JORGE 01/11/2017 ?,EJECUCION,127,NULL,NULL,3,Aug 16 2017 12:00AM,1,,0,
434,507,H-2210-9022-6121-E/0399/2017,"REHABILITACION EN LA ESCUELA SECUNDARIA ANEXA A LA NORMAL, CCT11EES0028A, CALLE MERCURIO S/N, LEON GUANAJUATO",424101.52,30,127230.46,Nov  6 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,KAREN 06/11/2017 ?,EJECUCION,40,NULL,NULL,6,Sep 25 2017 12:00AM,1,DGOP/00421/CONT/2017,0,
435,459,G-5051-809-6141-D/0371/2017,"PAVIMENTACION DE LA CALLE EFESO, TRAMO: COLOSENSES A PAVIMENTO EXISTENTE ORIENTE Y PAVIMENTACION DE LA CALLE EFESO, TRAMO: DE PAVIMENTO EXISTENTE A TOPAR ARROYO LADO ORIENTE DE LA COLONIA SAN PABLO",2967901.24,30,890370.37,Sep 28 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,GRISELDA 06/11/2017 ?,EJECUCION,456,NULL,NULL,11,Sep 28 2017 12:00AM,1,D/120-I/2017,0,
436,437,G-5051-809-6141-D/0377/2017,"PAVIMENTACION DE LA CALLE FRAY NOE, TRAMO: FRAY RAMON A FRAY VICTOR, COLONIA AMPLIACION SAN FRANCISCO",2198380.44,30,659514.13,Oct  2 2017 12:00AM,Oct  9 2017 12:00AM,Jan 29 2018 12:00AM,10,1,1,GRISELDA 06/11/2017,EJECUCION,364,NULL,NULL,11,Oct  2 2017 12:00AM,1,D/131-I/2017,0,
437,410,G-5051-809-6141-D/0347/2017,"PAVIMENTACION DE LA CALLE VALLECILLO, TRAMO: DE CERRALVO A TOPAR, UBICACIÓN: COLONIA NUEVO LEON",2293656.16,30,688096.85,Sep 21 2017 12:00AM,Sep 25 2017 12:00AM,Dec 30 2017 12:00AM,10,1,1,GRISELDA 06/11/2017 ?,EJECUCION,594,NULL,NULL,11,Sep 13 2017 12:00AM,1,,0,
438,477,H-2210-9022-6121-E/0389/2017,"REHABILITACION EN LA ESCUELA TELESECUNDARIA #796, CCT11ETV0796X, CALLE BETICA S/N, COLONIA VIBAR, LEON GUANAJUATO.",323133.52,30,96940.06,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,GRISELDA 06/11/2017 ?,EJECUCION,8,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
439,463,H-2210-9022-6121-E/0395/2017,"REHABILITACION EN LA ESCUELA PRIMARIA, CCT11DPR3908G, PASCAL-KANT S/N, LOCALIDAD CENTRO FAMILIAR LA SOLEDAD, LEON GUANAJUATO",297019.15,30,89105.75,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,GRISELDA 06/11/2017 ?,EJECUCION,578,NULL,NULL,6,Sep 18 2017 12:00AM,1,,0,
440,494,H-2210-9022-6121-E/0401/2017,"REHABILITACION EN LA ESCUELA SECUNDARIA GENERAL HERMANOS FLORES MAGON, CCT11DES0028B, CALLE ARCO DEL TRIUNFO # 308, COLONIA PORTALES DE SAN SEBASTIAN",323328.41,30,96998.52,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,GRISELDA 06/11/2017?,EJECUCION,40,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
441,519,G-5051-809-6141-D/0317/2017,"PAVIMENTACION DE LA CALLE DULCINEA TOBOSO, TRAMO: HENO- PASEO DE LA PRESA, UBICACIÓN COLONIA VALLE HERMOSO.",2796887.34,30,839066.21,Sep  6 2017 12:00AM,Sep  7 2017 12:00AM,Nov 30 2017 12:00AM,10,1,1,GRISELDA 07/11/2017,EJECUCION,364,NULL,NULL,11,Aug 16 2017 12:00AM,1,,0,
442,518,G-5051-809-6141-D/0317/2017-1,"PAVIMENTACIÓN DE LA CALLE ORTIGUILLA, TRAMO: PASEO DE LA PRESA- RIO DE LOS CASTILLOS, UBICACIÓN: COLONIA VALLE HERMOSO.",4004547.1,30,1201364.13,Sep  6 2017 12:00AM,Sep  7 2017 12:00AM,Nov 30 2017 12:00AM,10,1,1,GRISELDA 07/11/2017,EJECUCION,364,NULL,NULL,11,Aug 16 2017 12:00AM,1,,0,
443,448,G-5051-809-6141-D/0364/2017,"PAVIMENTACION DE LA CALLE DE LA PROCESION, TRAMO: SANTISIMA TRINIDAD A AVE. DE LOS APOSTOLES, COLONIA LOMAS DE GUADALUPE.",4347255.5,30,1304176.64,Sep 25 2017 12:00AM,Sep 28 2017 12:00AM,Dec 28 2017 12:00AM,10,1,1,07/11/2017 JORGE?,EJECUCION,438,NULL,NULL,11,Sep 25 2017 12:00AM,2,,0,
444,506,A-2510-313-6141-D/0412/2017,"RECONSTRUCCIÓN DE BANQUETA EN BLVD. DELTA EN EL TRAMO: AEROPUERTO-AVE. AUREOLA, LEÓN, GTO.",347011.16,30,104103.35,Oct 18 2017 12:00AM,Oct 30 2017 12:00AM,Dec 23 2017 12:00AM,10,1,1,07/11/2017 JORGE ?,EJECUCION,720,NULL,NULL,1,Sep 21 2017 12:00AM,1,,0,
447,449,H-2210-9022-6121-E/0396/2017,"REHABILITACION EN LA ESCUELA PRIMARIA PEDRO MORENO, CCT11DPR1530Z, CALLE MIZAR S/N COLONIA OBSERVATORIO II, EN LEON GUANAJUATO",543350.32,30,163005.1,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,ANA LAURA 07/11/2017 ¦,EJECUCION,578,NULL,NULL,6,Sep 18 2017 12:00AM,1,DGOP/00405/CONT/2017,0,
448,524,G-2110-6120-E/0420/2017,MODERNIZACION EN EL RUBRO DE INFRAESTRUCTURA PARQ EL MERCADO SAN JUAN BOSCO,2638080,50,1319040,Oct 19 2017 12:00AM,Oct 23 2017 12:00AM,Dec 30 2017 12:00AM,10,1,1,ANA LAURA 07/11/2017 ¦,EJECUCION,704,NULL,NULL,11,Oct 19 2017 12:00AM,2,D/139-I/2017,0,
449,458,H-2210-9022-6121-E/0402/2017,"REHABILITACION EN LA ESCUEL PRIMARIA CCT11DPR3522D, CALLE RODRIGO MORENO SERMEÑO #206, COLONIA LEON I, EN LEON GUANAJUATO",301247.87,30,90374.37,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,ANA LAURA 07/11/2017 ¦,EJECUCION,42,NULL,NULL,6,Sep 18 2017 12:00AM,1,DGOP/00401/CONT/2017,0,
450,511,G-1810-802-6141-D/0409/2017,"PAVIMENTACION DE LA CALLE JAVIER SOLANO, TRAMO: CAMINO A BARRETOS A IGNACIO MEDINA, EN LA COMUNIDAD NUEVO LINDERO",2832615.15,30,849784.55,Oct 10 2017 12:00AM,Oct 11 2017 12:00AM,Dec 28 2017 12:00AM,10,1,1,CLAU 08/11/2017 ?,EJECUCION,206,NULL,NULL,11,Oct 10 2017 12:00AM,2,D/133-I/2017,0,
451,516,H-1816-9018-6221-D/0337/2017,"REHABILITACION DE ESPACIO PUBLICO EN LAS ARBOLEDAS ENTRE CALLES TABACHIN, JACARANDAS Y MAGNOLIA, LEON GUANAJUATO",1930917.6,30,579275.28,Sep 19 2017 12:00AM,Sep  8 2017 12:00AM,Nov 30 2017 12:00AM,6,1,1,CLAU 08/11/2017?,EJECUCION,668,NULL,NULL,3,Sep  5 2017 12:00AM,4,F/101-I/2017,0,
452,517,H-1816-9018-6221-D/0337/2017-1,"REHABILITACION DE ESPACIO PUBLICO EN LA COLONIA ""SANTA MARIA DE CEMENTOS"", CALLES: COSTAS DEL OCEANO ATLANTICO ESQ. CON CALLE COSTAS DEL MAR JAVA, LEON GUANAJUATO.",1941960.71,30,582588.22,Sep 19 2017 12:00AM,Sep  8 2017 12:00AM,Nov 30 2017 12:00AM,6,1,1,CLAU 08/11/2017 ?,EJECUCION,668,NULL,NULL,3,Sep  5 2017 12:00AM,4,F/101-I/2017,0,
453,515,G-5051-809-6141-D/0421/2017,"PAVIMENTACION DE LA CALLE TIERRA PROMETIDA, TRAMO: BLVD. LA LUZ HEROES DE LA INDEPENDENCIA, LEON GTO",3277955.53,30,983386.66,Oct 19 2017 12:00AM,Oct 23 2017 12:00AM,Dec 30 2017 12:00AM,10,1,1,CLAU 08/11/2017?,EJECUCION,275,NULL,NULL,11,May  3 2018 12:00AM,1,,0,
454,520,G-2110-6120-E/0427/2017,"MODERNIZACION EN EL RUBRO DE INFRAESTRUCTURA PARA EL MERCADO SAN MIGUEL, DEL MUNICIPIO DE LEON, GUANJUATO",1500000,30,450000,Oct 24 2017 12:00AM,Oct 26 2017 12:00AM,Dec 15 2017 12:00AM,10,1,1,CLAU 08/11/2017?,EJECUCION,505,NULL,NULL,11,Oct 20 2017 12:00AM,1,,0,
455,479,H-2210-9022-6121-E/0398/2017,"REHABILITACION EN LA ESCUELA PRIMARIA INSURGENTES, CCT11DPR0922F, CALLE CAMPECHE # 1041, EN LEON GUANAJUATO",307884.01,30,92365.21,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,6,1,1,XOCH     08/NOV/2017,EJECUCION,578,NULL,NULL,6,Sep 18 2017 12:00AM,1,,0,
456,513,G-2010-814-6291-E/0410/2017,REHABILITACION Y RESTAURACION DEL TEMPLO DE NUESTRA SEÑORA DE LOS ANGELES EN EL MUNICIPIO DE LEON,1278008.03,30,383402.41,Sep 15 2017 12:00AM,Sep 18 2017 12:00AM,Dec  9 2017 12:00AM,,1,1,09/11/2017 AMALIA,EJECUCION,658,NULL,NULL,11,Sep 14 2017 12:00AM,2,D/103-l/2017,0,
457,469,H-2210-9022-6121-E/0392/2017,"REHABILITACION EN LA ESCUELA PRIMARIA CCT11DPR3934E, CALLE PASCAL-KANT S/N, LOCALIDAD CENTRO FAMILIAR LA SOLEDAD, EN LEON GUANAJUATO",297016.55,30,89104.96,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,,1,1,09/11/2017 AMALIA,EJECUCION,719,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
458,528,G-2110-6120-E/0422/2017,MODERNIZACION EN EL RUBRO DE INFRAESTRUCTURA PARA EL MERCADO ESPIRITU SANTO,1254454.46,50,627227.23,Oct 19 2017 12:00AM,Oct 23 2017 12:00AM,Dec 30 2017 12:00AM,,1,1,"09/11/2017 AMALIAFACTURA A NOMBRE: GOBIERNO DEL ESTADO DE GUANAJUATOGEG850101FQ2, PASEO DE LA PRESA No. 172, COL PASEO DE LA PRESA, CP 36094, GUANAJUATO, GTO.",EJECUCION,671,NULL,NULL,11,Oct 19 2017 12:00AM,2,D/140-l/2017,0,
460,490,H-2210-9022-6121-E/0404/2017,"REHABILITACION EN LA ESCUELA PRIMARIA PABLO LATAPI SARRE, CCT11DPR39061I, EN LEON GUANAJUATO",370824.5,30,111247.36,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,,1,1,09/11/2017 AMALIA,EJECUCION,42,NULL,NULL,6,Sep 25 2017 12:00AM,1,,0,
461,529,G-2110-6120-E/0424/2017,"PLAN DE MODERNIZACIÓN EN EL RUBRO DE INFRAESTRUCTURA PARA EL MERCADO SAN FRANCISCO DEL COECILLO, DEL MUNICIPIO DE LEÓN GUANAJUATO",1500000,30,450000,Oct 23 2017 12:00AM,Oct 26 2017 12:00AM,Dec 15 2017 12:00AM,10,1,1,09/11/2017 JORGE?,EJECUCION,365,NULL,NULL,11,Oct  2 2017 12:00AM,1,,0,
462,536,B-5051-236-6141-H/0322/2017,"PROYECTO CALLE LAS TORRES TRAMO: CORREGIDORA-ESCANDALERA COLONIA LA LIBERTAD, PROYECTO CALLE MINERAL DEL ABAJO TRAMO: MINERAL DEL BAJÍO-TOPAR LADO PTE COLONIA MINERAL DE LA JOYA",220612.98,30,66183.89,Sep 12 2017 12:00AM,Sep 18 2017 12:00AM,Nov  4 2017 12:00AM,10,1,1,10/11/2017 JORGE?,EJECUCION,676,NULL,NULL,2,Aug 16 2017 12:00AM,1,,0,
463,535,A-5012-368-6221-E/0386/2017,"CONSTRUCCION DEL TECHO PARA PATIO DE PREESCOLAR EN CALLE ARENA NORTE, COLONIA: SAN MIGUEL",865798.1,30,259739.43,Oct  9 2017 12:00AM,Oct 16 2017 12:00AM,Jan 20 2018 12:00AM,,1,1,10/11/2017 AMALIA,EJECUCION,234,NULL,NULL,1,Sep 18 2017 12:00AM,1,,0,
464,531,B-5051-236-6141-D/0380/2017,"PAVIMENTACION DE LA CALLE CONCHAGUA (3RA ETAPA), TRAMO: HUIZACHERA A CHICHONTEPEC COL. LATINOAMERICANA",1353983.9,30,406195.17,Sep 25 2017 12:00AM,Sep 25 2017 12:00AM,Jan 20 2018 12:00AM,,1,1,10/11/2017 AMALIA,EJECUCION,16,NULL,NULL,2,Aug 16 2017 12:00AM,1,,0,
465,532,G-5051-809-6141-D/0374/2017,"PAVIMENTACION DE LA CALLE OXIGENO, TRAMO: ORO A TELLEZ CRUCES, UBICACIÓN: COL. VALLE DE SEÑORA",2187272.54,30,656181.77,Oct  2 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,,1,1,10/11/2017 AMALIA,EJECUCION,55,NULL,NULL,11,Oct  2 2017 12:00AM,2,D/130-l/2017,0,
466,533,G-5051-809-6141-D/0374/2017-1,"PAVIMENTACION DE LA CALLE SODIO, TRAMO: DE CALLE NITROGENO A CALLE OXIGENO, UBICACIÓN: COL. VALLE DE SEÑORA",4192462.96,30,1257738.88,Oct  2 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,,1,1,10/11/2017 AMALIA,EJECUCION,55,NULL,NULL,11,Oct  2 2017 12:00AM,2,D/130-l/2017,0,
467,411,G-5051-809-6141-D/0344/2017,"PAVIMENTACION DE LA CALLE CORCIRA, TRAMO: CALIOPE A HADES, UBICACIÓN: COL. LA ERMITA",3730232.64,30,1119069.79,Sep 21 2017 12:00AM,Sep 25 2017 12:00AM,Dec 23 2017 12:00AM,,1,1,13/11/2017 AMALIA,EJECUCION,438,NULL,NULL,11,Oct 13 2017 12:00AM,2,D/113-l/2017,0,
468,444,A-2510-315-6151-H/0297/2017,ADECUACION DE PROYECTO EJECUTIVO DEL BLVD. DE ACCESO A LA UNAM CAMINO A LA COMUNIDAD DE SAN ANTONIO DE LOS TEPETATES,897098.27,30,269129.48,Aug 31 2017 12:00AM,Oct  9 2017 12:00AM,Dec 30 2017 12:00AM,10,1,1,KAREN 14/11/2017 ?,EJECUCION,163,NULL,NULL,1,Aug 16 2017 12:00AM,1,DGOP/00299/CONT/2017,0,
469,541,G-5051-809-6141-D/0316/2017,"PAVIMENTACIÓN DE LA CALLE CALCUTA, TRAMO: AVENIDA SARDENETA A AVENIDA TIBET, UBICACIÓN: COLONIA LA INDIA.",4264019.75,30,1279205.93,Sep  6 2017 12:00AM,Sep  7 2017 12:00AM,Nov 30 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,294,NULL,NULL,11,Sep  5 2017 12:00AM,2,,0,
470,540,G-5051-809-6141-D/0316/2017-1," PAVIMENTACIÓN DE LA CALLE AV. TIBET, TRAMO: CALLE BARODA A CALLE JAIPUR, UBICACIÓN: COLONIA LA INDIA.",1735285.34,30,520585.6,Sep  6 2017 12:00AM,Sep  7 2017 12:00AM,Nov 30 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,294,NULL,NULL,11,Sep  5 2017 12:00AM,2,,0,
471,521,A-2510-383-6121-H/0430/2017,"ADECUACIÓN DE PAVIMENTACIÓN DE BLVD. HILARIO MEDINA, TRAMO: DE LA CALLE PRESA DEL TIGRE A AV. MARÍA IZQUIERDO, LEÓN GTO.",96962.89,0,0,Oct 26 2017 12:00AM,Nov  6 2017 12:00AM,Dec  1 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,103,NULL,NULL,1,Oct 10 2017 12:00AM,1,,0,
472,547,G-2110-6120-E/0339/2017,MODERNIZACION EN EL RUBRO DE INFRAESTRUCTURA PARA EL MERCADO REPUBLICA,800000,30,240000,Sep 20 2017 12:00AM,Sep 25 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,KAREN 15/11/2017,EJECUCION,669,NULL,NULL,11,Sep  5 2017 12:00AM,1,DGOP/0357/CONT/2017,0,
473,549,G-5051-809-6141-D/0370/2017,"PAVIMENTACIÓN CALLE PAULINO DURAN, TRAMO: ÁNGEL VAZQUEZ NEGRETE-BLVD. AGUSTÍN TELLEZ CRUCES, UBICACIÓN: COL. LEÓN I. ",3350756.69,30,1005227,Sep 28 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,32,NULL,NULL,11,Sep 28 2017 12:00AM,2,,0,
474,548,G-5051-809-6141-D/0370/2017-1,"PAVIMENTACIÓN DE LA CALLE PASCUAL HURTAZA, TRAMO: FRANCISCO VILLA-BLVD. AGUSTIN TELLEZ CRUCES, UBICACIÓN: LEÓN I",3043434.1,30,913030.23,Sep 28 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,32,NULL,NULL,11,Sep 28 2017 12:00AM,2,,0,
475,550,G-5051-809-6141-D/0370/2017-2," PAVIMENTACIÓN DE LA CALLE HERCULANO HERNANDEZ, TRAMO: ÁNGEL VAZQUEZ NEGRETE-PASCUAL HURTAZA, COLONIA LEÓN 1.",1807492.79,30,542247.84,Sep 28 2017 12:00AM,Oct  5 2017 12:00AM,Dec 31 2017 12:00AM,10,1,1,15/11/2017 JORGE?,EJECUCION,32,NULL,NULL,11,Sep 28 2017 12:00AM,2,,0,
476,374,A-2510-315-6141-H/0284/2017,"PROYECTO CALLE: PORTAL DE SANTA MAYELA, TRAMO: BLVD. DELTA A PAV. EXISTENTE UBICACIÓN: COLONIA (PRO.) FRACCIONES DE SANTA JULIA",151254.93,30,45376.48,Aug 21 2017 12:00AM,Aug 28 2017 12:00AM,Oct 13 2017 12:00AM,10,1,1,KAREN 15/11/2017 ?,EJECUCION,364,NULL,NULL,1,Aug  2 2017 12:00AM,1,DGOP/00263/CONT/2017,0,
477,552,G-2110-6120-E/0340/2017,MODERNIZACIÓN EN EL RUBRO DE INFRAESTRUCTURA PARA EL MERCADO ALDAMA,734310.21,30,220293.06,Sep 20 2017 12:00AM,Sep 25 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,15/11/2017 JORGE,EJECUCION,302,NULL,NULL,4,Sep  5 2017 12:00AM,1,,0,
478,551,A-2510-315-6141-H/0431/2017,"PROYECTO CALLE: RODOLFO PADILLA PADILLA, TRAMO: BLVD. VICENTE VALTIERRA A ARROYO ALFARO, COL. SAN PEDRO DE LOS HERNANDEZ, PROYECTO CALLE: SANTA LOURDES TRAMO: ARROYO ALFARO A RODOLFO PADILLA PADILLA, COL. SAN PEDRO DE LOS HERNANDEZ Y PROYECTO CALLE: BLVD. RODOLFO PADILLA PADILLA (ANTES HACIENDA DE LEON) TRAMO: GALEANA A JOSE MARIA CASTILLO, COL. VILLAS DE SAN JUAN",460436.8,0,0,Oct 26 2017 12:00AM,Nov  6 2017 12:00AM,Dec 29 2017 12:00AM,10,1,1,GRISELDA 16/11/2017?,EJECUCION,588,NULL,NULL,1,Sep 18 2017 12:00AM,1,,0,
479,446,A-2510-315-6221-H/0387/2017,"PROYECTOS EJECUTIVOS DE MERCADOS: ESPIRITU SANTO, SAN JUAN BOSCO, LAZARO CARDENAS Y LA ESPERANZA, LEON, GTO",547741.41,30,164322.42,Aug  4 2017 12:00AM,Aug  7 2017 12:00AM,Nov  3 2017 12:00AM,10,1,1,KAREN 16/11/2017,EJECUCION,151,NULL,NULL,1,Jul 31 2017 12:00AM,1,DGOP/00256/CONT/2017,0,
480,505,A-1315-323-6121-E/0384/2017,RESTAURACION DE FACHADA DE PRESIDENCIA MUNICIPAL LEON GTO,1102000,30,330600,Oct  9 2017 12:00AM,Oct 16 2017 12:00AM,Jan 13 2018 12:00AM,10,1,1,ANA LAURA 16/11/2017,EJECUCION,656,NULL,NULL,1,Sep  7 2017 12:00AM,1,DGOP/00370/CONT/2017,0,
481,467,H-2210-9022-6121-E/0408/2017,"REHABILITACION EN LA ESCUELA PRIMARIA PAULO FREIRE, CCT 11DPR3828V, CALLE TERESITA DE BUSTOS #203 LOCALIDAD CENTRO FAMILIAR LA SOLEDAD, LEON GUANAJUATO",354637.5,30,106391.25,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,ANA LAURA 16/11/2017,EJECUCION,8,NULL,NULL,4,Sep 25 2017 12:00AM,1,DGOP/00428/CONT/2017,0,
482,460,H-2210-9022-6121-E/0390/2017,"REHABILITACION EN LA ESCUELA PRIMARIA CCT11DPR3941O, CALLE TERESITA BUSTOS, CENTRO FAMILIAR LA SOLEDAD, LEON GUANAJUATO",294086.97,30,88226.09,Oct  9 2017 12:00AM,Oct 11 2017 12:00AM,Dec  9 2017 12:00AM,10,1,1,ANA LAURA 16/11/2017,EJECUCION,8,NULL,NULL,6,Sep 25 2017 12:00AM,1,DGOP/00419/CONT/2017,0,
